,CUSTNO,GENDER,AGE,가공_avg,가구/인테_avg,일상_avg,스포츠_avg,패션잡화_avg,교육/문화_avg,기타_avg,가전_avg,의류_avg,신선_avg,의약품_avg,사치품_avg,avg_grade,food_grade,fun_grade,etc_grade,fresh_grade,fashion_grade,necce_grade,sport_grade,stuff_grade,digital_grade,edu_grade,high_grade,medi_grade,fre_grade,R_grade,target_grade
16083,16086,1.0,4.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,4.0,6.0,5.0,1.0
16084,16087,1.0,4.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,4.0,1.0,2.0,3.0,0.0,5.0,4.0,4.0,0.0,4.0,1.0,6.0,2.0,0.0,2.0,5.0,0.0,6.0,2.0,5.0,1.0
16085,16088,1.0,4.0,4.0,0.0,4.0,2.0,6.0,4.0,0.0,0.0,5.0,7.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,5.0,2.0,5.0,6.0,0.0,3.0,5.0,0.0,6.0,4.0,1.0
16086,16089,1.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,5.0,0.0
16087,16090,1.0,2.0,2.0,0.0,5.0,2.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,5.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0
16088,16091,1.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,5.0,4.0,0.0,0.0,1.0,1.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,0.0,5.0,0.0,0.0,2.0,5.0,1.0
16089,16092,1.0,5.0,1.0,1.0,4.0,4.0,3.0,3.0,0.0,0.0,5.0,4.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0
16090,16093,1.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,2.0,1.0,5.0,2.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,3.0,1.0
16091,16094,1.0,4.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0,0.0,5.0,0.0,0.0,2.0,5.0,1.0
16092,16095,1.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,1.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,0.0
16093,16096,0.0,2.0,4.0,7.0,8.0,5.0,4.0,0.0,1.0,5.0,5.0,7.0,0.0,6.0,3.0,3.0,6.0,2.0,6.0,2.0,6.0,3.0,2.0,6.0,0.0,3.0,0.0,2.0,4.0,0.0
16094,16097,0.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0
16095,16098,1.0,4.0,4.0,7.0,8.0,5.0,6.0,0.0,0.0,0.0,5.0,7.0,0.0,6.0,2.0,6.0,5.0,0.0,6.0,2.0,6.0,5.0,3.0,0.0,0.0,5.0,0.0,2.0,4.0,0.0
16096,16099,1.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,2.0,1.0,5.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,4.0,1.0
16097,16100,0.0,3.0,4.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,5.0,5.0,0.0,5.0,4.0,5.0,4.0,4.0,0.0,3.0,0.0,5.0,5.0,4.0,1.0
16098,16101,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0
16099,16102,1.0,6.0,4.0,3.0,4.0,3.0,4.0,3.0,0.0,0.0,5.0,7.0,0.0,2.0,2.0,3.0,5.0,0.0,3.0,2.0,5.0,2.0,2.0,0.0,5.0,1.0,0.0,5.0,4.0,0.0
16101,16104,1.0,5.0,1.0,3.0,4.0,5.0,2.0,1.0,4.0,0.0,1.0,4.0,5.0,0.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,2.0,0.0,2.0,0.0,6.0,2.0,4.0,1.0
16102,16105,0.0,5.0,1.0,1.0,4.0,1.0,2.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,2.0,5.0,5.0,6.0,2.0,5.0,2.0,2.0,5.0,0.0,1.0,0.0,4.0,4.0,4.0,0.0
16103,16106,0.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,0.0,5.0,4.0,1.0,4.0,1.0,0.0,5.0,2.0,4.0,2.0,5.0,1.0
16104,16107,1.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,5.0,5.0,1.0,4.0,2.0,5.0,0.0,0.0,2.0,5.0,0.0
16105,16108,1.0,2.0,4.0,5.0,8.0,5.0,3.0,3.0,1.0,8.0,5.0,7.0,0.0,4.0,3.0,6.0,3.0,2.0,6.0,3.0,6.0,3.0,6.0,3.0,2.0,3.0,0.0,5.0,4.0,1.0
16106,16109,1.0,2.0,4.0,1.0,4.0,3.0,1.0,0.0,0.0,5.0,4.0,7.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,5.0,1.0,5.0,5.0,2.0,1.0,1.0,0.0,5.0,4.0,1.0
16107,16110,1.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,2.0,0.0,2.0,2.0,5.0,5.0,3.0,5.0,4.0,2.0,2.0,5.0,2.0,0.0,6.0,3.0,1.0,0.0
16108,16111,0.0,4.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,4.0,6.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,4.0,0.0,2.0,0.0,6.0,2.0,4.0,0.0
16109,16112,1.0,3.0,4.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,5.0,7.0,0.0,2.0,1.0,5.0,5.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0
16110,16113,1.0,5.0,1.0,2.0,4.0,5.0,1.0,3.0,0.0,1.0,2.0,4.0,6.0,2.0,2.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,6.0,6.0,4.0,1.0
16111,16114,1.0,3.0,4.0,6.0,3.0,5.0,5.0,7.0,3.0,3.0,5.0,7.0,3.0,6.0,5.0,2.0,3.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,6.0,5.0,1.0
16112,16115,1.0,4.0,3.0,5.0,2.0,5.0,2.0,3.0,2.0,8.0,5.0,6.0,2.0,4.0,2.0,2.0,6.0,1.0,3.0,2.0,5.0,2.0,2.0,5.0,2.0,5.0,6.0,6.0,4.0,1.0
16113,16116,1.0,3.0,1.0,2.0,4.0,0.0,1.0,3.0,3.0,0.0,2.0,4.0,1.0,2.0,1.0,2.0,5.0,5.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,5.0,2.0,5.0,0.0
16114,16117,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,4.0,5.0,4.0,1.0,0.0,0.0,5.0,5.0,0.0,5.0,4.0,1.0
16115,16118,1.0,2.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,0.0,2.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0
16116,16119,1.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,0.0,4.0,1.0,5.0,0.0
16117,16120,0.0,4.0,3.0,3.0,3.0,0.0,2.0,5.0,0.0,8.0,5.0,5.0,0.0,4.0,6.0,6.0,5.0,0.0,6.0,5.0,2.0,0.0,5.0,5.0,6.0,6.0,0.0,5.0,5.0,1.0
16118,16121,1.0,2.0,1.0,0.0,3.0,0.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,0.0,5.0,1.0,5.0,2.0,6.0,1.0,4.0,1.0
16119,16122,0.0,4.0,1.0,8.0,2.0,5.0,5.0,7.0,0.0,5.0,5.0,2.0,3.0,2.0,2.0,5.0,5.0,0.0,2.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,6.0,4.0,1.0
16120,16123,1.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,4.0,0.0,2.0,5.0,1.0,4.0,2.0,0.0,4.0,0.0,1.0,5.0,4.0,1.0
16121,16124,1.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,6.0,4.0,0.0
16122,16125,1.0,5.0,1.0,0.0,3.0,5.0,1.0,3.0,4.0,0.0,5.0,4.0,4.0,0.0,1.0,5.0,0.0,2.0,1.0,1.0,5.0,5.0,1.0,0.0,5.0,0.0,6.0,2.0,4.0,0.0
16123,16126,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,2.0,5.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,4.0,1.0
16125,16128,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,0.0,4.0,0.0,5.0,0.0,4.0,1.0,5.0,1.0
16126,16129,1.0,2.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,5.0,5.0,2.0,2.0,5.0,0.0,0.0,5.0,6.0,5.0,4.0,1.0
16127,16130,1.0,3.0,1.0,3.0,4.0,5.0,2.0,1.0,0.0,4.0,5.0,4.0,3.0,0.0,4.0,1.0,6.0,0.0,2.0,5.0,2.0,2.0,1.0,4.0,2.0,0.0,5.0,6.0,5.0,0.0
16128,16131,0.0,3.0,4.0,0.0,5.0,5.0,2.0,4.0,0.0,5.0,5.0,7.0,0.0,4.0,2.0,6.0,0.0,0.0,3.0,3.0,6.0,6.0,6.0,2.0,3.0,2.0,0.0,1.0,4.0,1.0
16129,16132,1.0,3.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,0.0,5.0,2.0,4.0,0.0
16130,16133,0.0,5.0,1.0,3.0,2.0,6.0,4.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,2.0,6.0,5.0,0.0,2.0,5.0,5.0,6.0,5.0,2.0,1.0,0.0,6.0,2.0,5.0,1.0
16131,16134,1.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,4.0,0.0,2.0,4.0,5.0,0.0,2.0,1.0,4.0,0.0,1.0,5.0,5.0,0.0,6.0,6.0,5.0,0.0
16132,16135,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,0.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0
16133,16136,1.0,3.0,1.0,6.0,3.0,2.0,2.0,5.0,3.0,0.0,5.0,4.0,3.0,0.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,5.0,5.0,0.0,3.0,0.0,5.0,4.0,5.0,1.0
16134,16137,0.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,5.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,5.0,0.0
16136,16139,1.0,3.0,3.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,2.0,4.0,5.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0
16137,16140,1.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,5.0,0.0,5.0,0.0,5.0,1.0,4.0,1.0
16138,16141,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0,1.0,2.0,5.0,4.0,0.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,5.0,1.0,5.0,0.0
16139,16142,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,0.0,1.0,4.0,2.0,0.0,1.0,2.0,5.0,6.0,4.0,2.0,5.0,2.0,2.0,0.0,5.0,0.0,5.0,2.0,5.0,0.0
16140,16143,0.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,4.0,0.0
16141,16144,0.0,3.0,1.0,0.0,2.0,3.0,1.0,7.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,3.0,2.0,0.0,3.0,0.0,0.0,3.0,5.0,0.0
16142,16145,1.0,3.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,4.0,1.0,4.0,4.0,0.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,2.0,2.0,0.0,6.0,5.0,5.0,0.0
16143,16146,1.0,4.0,4.0,3.0,7.0,5.0,5.0,2.0,0.0,3.0,5.0,7.0,0.0,6.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,6.0,2.0,3.0,3.0,0.0,5.0,4.0,1.0
16144,16147,0.0,4.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,0.0,2.0,2.0,0.0,6.0,5.0,1.0
16145,16148,1.0,3.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,2.0,1.0,4.0,1.0,0.0,5.0,5.0,4.0,3.0,5.0,2.0,5.0,4.0,4.0,2.0,5.0,0.0,1.0,2.0,4.0,1.0
16146,16149,0.0,4.0,4.0,8.0,8.0,5.0,4.0,1.0,0.0,0.0,5.0,7.0,0.0,4.0,3.0,3.0,6.0,0.0,2.0,6.0,6.0,6.0,3.0,0.0,2.0,5.0,0.0,2.0,4.0,0.0
16147,16150,1.0,4.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,4.0,0.0,3.0,2.0,5.0,0.0
16148,16151,1.0,4.0,4.0,8.0,8.0,5.0,4.0,7.0,0.0,3.0,5.0,7.0,0.0,4.0,3.0,3.0,6.0,0.0,3.0,3.0,6.0,3.0,3.0,1.0,6.0,2.0,0.0,2.0,4.0,0.0
16149,16152,1.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,5.0,6.0,1.0,4.0,3.0,0.0,2.0,5.0,5.0,6.0,5.0,2.0,5.0,2.0,2.0,5.0,1.0,0.0,5.0,2.0,5.0,0.0
16150,16153,1.0,5.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0
16151,16154,0.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,0.0,3.0,5.0,4.0,0.0,0.0,2.0,3.0,5.0,0.0,6.0,5.0,2.0,6.0,6.0,1.0,5.0,0.0,0.0,6.0,4.0,0.0
16152,16155,1.0,2.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,0.0,0.0,4.0,5.0,1.0,3.0,1.0
16153,16156,0.0,4.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,5.0,5.0,1.0
16154,16157,1.0,5.0,1.0,3.0,1.0,5.0,2.0,4.0,2.0,3.0,5.0,4.0,3.0,0.0,2.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,1.0,5.0,0.0,2.0,2.0,5.0,0.0
16155,16158,1.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,5.0,4.0,0.0,0.0,1.0,6.0,4.0,0.0,1.0,4.0,5.0,0.0,6.0,2.0,5.0,1.0
16156,16159,1.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,1.0,5.0,0.0,2.0,5.0,1.0,1.0,4.0,0.0,5.0,0.0,4.0,6.0,5.0,0.0
16157,16160,1.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,0.0,1.0,2.0,5.0,1.0
16158,16161,1.0,3.0,1.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,4.0,4.0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,2.0,5.0,2.0,0.0,2.0,5.0,6.0,5.0,5.0,1.0
16159,16162,1.0,5.0,4.0,3.0,7.0,5.0,2.0,3.0,0.0,3.0,5.0,7.0,0.0,0.0,3.0,5.0,5.0,0.0,6.0,6.0,3.0,6.0,3.0,2.0,5.0,0.0,0.0,5.0,4.0,1.0
16160,16163,1.0,2.0,1.0,1.0,2.0,4.0,1.0,7.0,5.0,0.0,1.0,4.0,1.0,0.0,5.0,4.0,4.0,3.0,5.0,4.0,1.0,5.0,1.0,0.0,3.0,0.0,6.0,1.0,4.0,1.0
16161,16164,0.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,0.0,5.0,5.0,7.0,0.0,6.0,3.0,6.0,6.0,0.0,3.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,0.0,4.0,5.0,1.0
16162,16165,0.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,5.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,5.0,5.0,1.0
16163,16166,0.0,3.0,4.0,3.0,7.0,3.0,2.0,3.0,1.0,3.0,5.0,7.0,0.0,0.0,5.0,6.0,5.0,4.0,2.0,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,6.0,3.0,0.0
16164,16167,1.0,2.0,3.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,1.0,4.0,0.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,2.0,0.0,3.0,0.0,5.0,2.0,0.0,5.0,5.0,1.0
16165,16168,1.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,0.0,0.0,1.0,3.0,2.0,5.0,5.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,1.0
16166,16169,1.0,2.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,4.0,5.0,1.0,4.0,0.0,1.0,0.0,6.0,1.0,5.0,1.0
16167,16170,1.0,3.0,1.0,0.0,1.0,2.0,2.0,6.0,7.0,0.0,2.0,4.0,0.0,0.0,5.0,2.0,1.0,6.0,5.0,1.0,1.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,1.0
16168,16171,1.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,3.0,5.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,4.0,5.0,0.0,2.0,6.0,5.0,0.0
16169,16172,0.0,4.0,1.0,0.0,4.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,5.0,4.0,4.0,4.0,2.0,1.0,0.0,4.0,0.0,0.0,6.0,5.0,1.0
16170,16173,1.0,4.0,4.0,5.0,6.0,5.0,4.0,7.0,0.0,3.0,5.0,5.0,0.0,4.0,3.0,6.0,3.0,0.0,3.0,3.0,6.0,2.0,3.0,2.0,3.0,5.0,0.0,2.0,4.0,0.0
16172,16175,1.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,0.0,1.0,4.0,0.0,2.0,2.0,4.0,5.0,6.0,5.0,4.0,4.0,2.0,5.0,0.0,5.0,4.0,0.0,6.0,5.0,0.0
16173,16176,0.0,5.0,4.0,5.0,6.0,2.0,3.0,2.0,0.0,5.0,3.0,5.0,4.0,0.0,2.0,3.0,5.0,0.0,2.0,4.0,6.0,4.0,2.0,5.0,3.0,0.0,3.0,3.0,5.0,1.0
16174,16177,1.0,2.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,4.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0
16175,16178,0.0,3.0,1.0,3.0,4.0,5.0,3.0,7.0,4.0,0.0,2.0,4.0,1.0,0.0,2.0,5.0,5.0,1.0,1.0,2.0,5.0,6.0,2.0,0.0,3.0,0.0,1.0,4.0,4.0,0.0
16176,16179,1.0,5.0,4.0,5.0,7.0,5.0,4.0,0.0,0.0,3.0,5.0,7.0,0.0,0.0,2.0,3.0,6.0,0.0,6.0,3.0,6.0,6.0,6.0,6.0,1.0,0.0,0.0,1.0,5.0,1.0
16177,16180,1.0,4.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0
16178,16181,1.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0
16179,16182,1.0,5.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,5.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,4.0,2.0,0.0,2.0,2.0,5.0,0.0
16180,16183,1.0,3.0,1.0,1.0,1.0,0.0,1.0,5.0,4.0,0.0,1.0,4.0,1.0,0.0,2.0,4.0,4.0,5.0,5.0,2.0,4.0,1.0,2.0,0.0,3.0,0.0,5.0,4.0,4.0,1.0
16181,16184,1.0,5.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,0.0,2.0,2.0,2.0,4.0,1.0,2.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,0.0,5.0,5.0,1.0
16182,16185,1.0,5.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,2.0,6.0,5.0,0.0
16183,16186,1.0,3.0,3.0,0.0,4.0,8.0,3.0,6.0,0.0,5.0,5.0,6.0,0.0,4.0,3.0,5.0,4.0,0.0,5.0,6.0,6.0,3.0,6.0,6.0,3.0,6.0,0.0,4.0,4.0,1.0
16184,16187,1.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,5.0,5.0,0.0,4.0,6.0,4.0,1.0
16185,16188,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,0.0,5.0,3.0,4.0,0.0
16186,16189,1.0,4.0,4.0,7.0,7.0,5.0,3.0,6.0,0.0,5.0,5.0,7.0,0.0,6.0,3.0,3.0,6.0,0.0,6.0,6.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,6.0,4.0,0.0
16187,16190,1.0,4.0,1.0,3.0,3.0,4.0,1.0,1.0,4.0,0.0,5.0,1.0,1.0,4.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,5.0,4.0,0.0,1.0,6.0,1.0,6.0,5.0,1.0
16188,16191,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,5.0,5.0,0.0,2.0,5.0,5.0,2.0,2.0,0.0,6.0,1.0,5.0,1.0,3.0,0.0
16189,16192,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0
16190,16193,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,4.0,5.0,0.0,2.0,1.0,5.0,1.0
16191,16194,1.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0
16192,16195,1.0,2.0,1.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0
16193,16196,1.0,5.0,4.0,3.0,4.0,9.0,2.0,0.0,0.0,3.0,5.0,7.0,0.0,4.0,2.0,5.0,2.0,0.0,5.0,5.0,2.0,2.0,5.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0
16194,16197,0.0,3.0,1.0,0.0,1.0,4.0,1.0,3.0,4.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,0.0,3.0,2.0,0.0,2.0,4.0,0.0
16195,16198,1.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,4.0,4.0,1.0,5.0,4.0,4.0,1.0,4.0,0.0,5.0,0.0,5.0,4.0,5.0,0.0
